id,uid,password,first_name,last_name,username,email,avatar,gender,phone_number,social_insurance_number,date_of_birth,employment,address,credit_card,subscription,dt_current_timestamp
9206,643f6cb3-80db-4a6e-a986-7937e71bacf3,AFuj3DGb@%,Kelly,Gonzales,james03,mhaynes@example.net,https://dummyimage.com/198x493,Female,525.872.0290,130-12-9106,1980-03-24,"{'title': 'Programmer, systems', 'key_skill': 'Teamwork'}","{'city': 'New Charlesbury', 'street_name': 'Cory Mountain', 'street_address': '74783 Christopher Avenue', 'zip_code': '94883', 'state': 'Arkansas', 'country': 'Dominica', 'coordinates': {'lat': -11.5068115, 'lng': -12.651931}}","{'id': '4566', 'uid': 'e13d7a63-1592-4770-85c8-b6fa0ce1eda0', 'credit_card_number': '6475-7555-4263-1587', 'credit_card_expiry_date': '2023-04-01', 'credit_card_type': 'mastercard', 'user_id': '643f6cb3-80db-4a6e-a986-7937e71bacf3', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9136', 'uid': '2f2ac312-0b26-4fb7-959d-f1e646bb8129', 'plan': 'Bronze', 'status': 'Active', 'payment_method': 'Money Transfer', 'subscription_term': 'Quinquennal', 'payment_term': 'Monthly Payment', 'user_id': '643f6cb3-80db-4a6e-a986-7937e71bacf3', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
2544,f3a65701-6fef-4194-ad27-3dc2fa48fee1,o@D2ZFroV@,Charles,Webb,xlopez,brittany39@example.com,https://placekitten.com/675/644,Female,+1-211-572-1497x2514,534-04-2412,1954-01-24,"{'title': 'Engineer, building services', 'key_skill': 'Teamwork'}","{'city': 'Lamview', 'street_name': 'Derek Stream', 'street_address': '374 Emily Light', 'zip_code': '93771', 'state': 'Louisiana', 'country': 'Brunei Darussalam', 'coordinates': {'lat': -76.396881, 'lng': -49.382806}}",{},"{'user_id': 'f3a65701-6fef-4194-ad27-3dc2fa48fee1', 'subscription_id': 'f53f21b5-bc51-4233-a341-b065035ad48e', 'plan': 'Platinum', 'status': 'Blocked', 'payment_method': 'Visa', 'dt_current_timestamp': '1705529035'}",1705532678
5100,bf425931-2a98-4096-97ce-5a6ab4da9c94,BSY%hc1dW#,Donna,Hernandez,qmartinez,astevens@example.org,https://picsum.photos/427/98,Female,8469846765,100-70-0118,2013-08-05,"{'title': 'Publishing rights manager', 'key_skill': 'Teamwork'}","{'city': 'West Reginamouth', 'street_name': 'Hill Club', 'street_address': '864 Rodriguez Vista', 'zip_code': '18563', 'state': 'South Dakota', 'country': 'Azerbaijan', 'coordinates': {'lat': -78.002737, 'lng': -142.618905}}","{'id': '7865', 'uid': '3cf5ed59-a883-4a10-9897-8c206e13ad00', 'credit_card_number': '6002-8647-4550-1761', 'credit_card_expiry_date': '2027-01-01', 'credit_card_type': 'visa', 'user_id': 'bf425931-2a98-4096-97ce-5a6ab4da9c94', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5353', 'uid': 'eb88e919-cff8-4ebe-a33e-f9c415c1fd4b', 'plan': 'Standard', 'status': 'Idle', 'payment_method': 'Credit Card', 'subscription_term': 'Weekly', 'payment_term': 'Full Subscription', 'user_id': 'bf425931-2a98-4096-97ce-5a6ab4da9c94', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
2355,8c172af4-3f12-4c2a-bac8-3bb6d3862a6d,3ub73PPj^@,Mckenzie,Mccormick,sheri16,nlee@example.org,https://placekitten.com/354/144,Female,2486684922,493-66-9013,1939-01-26,"{'title': 'Software engineer', 'key_skill': 'Teamwork'}","{'city': 'West Donnachester', 'street_name': 'John Streets', 'street_address': '4029 Anita Loop Suite 810', 'zip_code': '82491', 'state': 'Hawaii', 'country': 'Sweden', 'coordinates': {'lat': 34.0112505, 'lng': 95.754303}}","{'id': '5481', 'uid': 'e1743544-8825-40a5-b05f-43ab568d180b', 'credit_card_number': '8004-7354-3364-9745', 'credit_card_expiry_date': '2022-01-01', 'credit_card_type': 'discover', 'user_id': '8c172af4-3f12-4c2a-bac8-3bb6d3862a6d', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '4034', 'uid': '07fc410c-61cf-40bc-b1b8-82027eabf70a', 'plan': 'Basic', 'status': 'Idle', 'payment_method': 'Credit Card', 'subscription_term': 'Quinquennal', 'payment_term': 'Pay per Use', 'user_id': '8c172af4-3f12-4c2a-bac8-3bb6d3862a6d', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
8972,0a514e3f-5f25-4fc5-b95b-207d951a3c8f,+e8bHkX3$8,Linda,Butler,paula23,rachelscott@example.net,https://dummyimage.com/11x840,Female,(665)201-0531x18914,326-28-5861,1934-10-19,"{'title': 'Scientist, biomedical', 'key_skill': 'Teamwork'}","{'city': 'Raymondstad', 'street_name': 'Lewis Fork', 'street_address': '279 Danny Harbors', 'zip_code': '15652', 'state': 'Michigan', 'country': 'Canada', 'coordinates': {'lat': -9.5664675, 'lng': -171.968683}}","{'id': '5253', 'uid': 'cf25687c-2e1f-48b6-824b-f897b3eb685b', 'credit_card_number': '8747-2392-5683-1307', 'credit_card_expiry_date': '2029-04-01', 'credit_card_type': 'laser', 'user_id': '0a514e3f-5f25-4fc5-b95b-207d951a3c8f', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '2323', 'uid': '09d346f4-4ba3-4b9e-ab9d-220729f0967c', 'plan': 'Bronze', 'status': 'Blocked', 'payment_method': 'Alipay', 'subscription_term': 'Monthly', 'payment_term': 'Monthly Payment', 'user_id': '0a514e3f-5f25-4fc5-b95b-207d951a3c8f', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
8730,a9bffb59-1fd0-491d-baf2-89dcf68f15d5,@2KqK6xaTq,Mark,White,ykelley,mark34@example.com,https://placekitten.com/164/609,Male,(678)957-0157,242-27-6616,1988-08-30,"{'title': 'Training and development officer', 'key_skill': 'Teamwork'}","{'city': 'Chapmanshire', 'street_name': 'Robert Stravenue', 'street_address': '735 Brandi Estate', 'zip_code': '52523', 'state': 'Michigan', 'country': 'Sweden', 'coordinates': {'lat': -52.5922, 'lng': 87.848668}}","{'id': '3741', 'uid': '3b4c2c93-8cf4-4a58-bf55-a435687430b3', 'credit_card_number': '4505-2691-3403-4289', 'credit_card_expiry_date': '2025-07-01', 'credit_card_type': 'visa', 'user_id': 'a9bffb59-1fd0-491d-baf2-89dcf68f15d5', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9438', 'uid': 'db0fff16-7a14-4b04-b63b-2899ab08f19f', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Alipay', 'subscription_term': 'Lifetime', 'payment_term': 'Monthly Payment', 'user_id': 'a9bffb59-1fd0-491d-baf2-89dcf68f15d5', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
1123,3812c8bc-f6a7-4eb5-8910-3b0ec6963fd1,*BtjKVeq08,Mark,Cline,ashleymullen,rsanders@example.com,https://picsum.photos/188/193,Other,001-535-931-4154x96767,659-15-5926,2020-08-14,"{'title': 'Administrator, education', 'key_skill': 'Teamwork'}","{'city': 'Nicholsfurt', 'street_name': 'Vasquez Haven', 'street_address': '9679 Troy Grove Apt. 560', 'zip_code': '83202', 'state': 'New York', 'country': 'Antigua and Barbuda', 'coordinates': {'lat': 67.2265385, 'lng': -152.853355}}","{'id': '8859', 'uid': 'c2ac6a4a-1022-459c-93bf-d57c3ed43d38', 'credit_card_number': '1790-1898-9429-3789', 'credit_card_expiry_date': '2025-12-01', 'credit_card_type': 'laser', 'user_id': '3812c8bc-f6a7-4eb5-8910-3b0ec6963fd1', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3133', 'uid': 'ded689c1-ce71-403b-bb30-f20b079fccc2', 'plan': 'Basic', 'status': 'Cancelled', 'payment_method': 'Money Transfer', 'subscription_term': 'Weekly', 'payment_term': 'Full Subscription', 'user_id': '3812c8bc-f6a7-4eb5-8910-3b0ec6963fd1', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
8396,6a94e883-4353-468c-8b1d-46f69f114bb0,9TLG_K8e*8,Tammy,Hoffman,sherryjackson,jill58@example.net,https://picsum.photos/262/510,Female,001-787-897-7910x39380,360-33-6770,1993-07-07,"{'title': 'Copywriter, advertising', 'key_skill': 'Teamwork'}","{'city': 'Blackbury', 'street_name': 'John Turnpike', 'street_address': '42222 Bailey Courts Apt. 742', 'zip_code': '69045', 'state': 'Texas', 'country': 'Wallis and Futuna', 'coordinates': {'lat': -27.577664, 'lng': -7.324566}}",{},"{'user_id': '6a94e883-4353-468c-8b1d-46f69f114bb0', 'subscription_id': 'cc1f2805-9023-413e-840c-3cae3803a57d', 'plan': 'Silver', 'status': 'Idle', 'payment_method': 'Bitcoin', 'dt_current_timestamp': '1705529035'}",1705532678
3267,2f5a079d-60ae-455a-8d92-353a4d77c32f,xjQ2uDVo)R,Pamela,Robertson,ramireztonya,kimberlyramirez@example.org,https://picsum.photos/468/568,Female,001-666-390-6130x260,847-97-2549,1962-10-06,"{'title': 'Public relations account executive', 'key_skill': 'Teamwork'}","{'city': 'Port John', 'street_name': 'Santos Dale', 'street_address': '770 Richard Overpass', 'zip_code': '59179', 'state': 'Utah', 'country': 'Sudan', 'coordinates': {'lat': 11.7307325, 'lng': 45.403626}}","{'id': '7422', 'uid': '61b8b2cc-9339-44a7-8d98-bfdb4150f846', 'credit_card_number': '6111-2356-4611-5059', 'credit_card_expiry_date': '2027-11-01', 'credit_card_type': 'discover', 'user_id': '2f5a079d-60ae-455a-8d92-353a4d77c32f', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '2753', 'uid': 'e8c3bf09-0afd-4e92-b243-9efb7881f287', 'plan': 'Bronze', 'status': 'Cancelled', 'payment_method': 'Credit Card', 'subscription_term': 'Monthly', 'payment_term': 'Monthly Payment', 'user_id': '2f5a079d-60ae-455a-8d92-353a4d77c32f', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
8715,ffbc1596-f012-4146-9161-0e26b261e429,#dXLvp3J1p,Michelle,Moore,jasonleonard,tina57@example.net,https://placekitten.com/466/22,Male,869.640.5316,267-74-5466,2004-01-29,"{'title': 'Armed forces logistics/support/administrative officer', 'key_skill': 'Teamwork'}","{'city': 'Port Kevin', 'street_name': 'Olson Grove', 'street_address': '395 Keith Inlet', 'zip_code': '46628', 'state': 'Idaho', 'country': 'Pakistan', 'coordinates': {'lat': 29.218863, 'lng': -44.007055}}","{'id': '2775', 'uid': '8306bb4c-261e-432b-9eaf-bbc3442b359b', 'credit_card_number': '7797-9816-3622-4433', 'credit_card_expiry_date': '2028-08-01', 'credit_card_type': 'mastercard', 'user_id': 'ffbc1596-f012-4146-9161-0e26b261e429', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5701', 'uid': 'e05a76c5-30ff-468f-9fe2-e5de97799d82', 'plan': 'Standard', 'status': 'Cancelled', 'payment_method': 'Money Transfer', 'subscription_term': 'Weekly', 'payment_term': 'Payment in Advance', 'user_id': 'ffbc1596-f012-4146-9161-0e26b261e429', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
9595,214c47b6-57c2-42ce-98f2-1d1644dc91a8,#5jGg+AZW8,Kylie,Fernandez,shammond,flambert@example.net,https://placekitten.com/931/356,Female,+1-229-691-9129x4333,376-06-4544,1923-12-16,"{'title': 'Physiotherapist', 'key_skill': 'Teamwork'}","{'city': 'Michaelland', 'street_name': 'Bartlett Viaduct', 'street_address': '3654 Gina Vista Suite 889', 'zip_code': '89830', 'state': 'Oregon', 'country': 'Uzbekistan', 'coordinates': {'lat': 29.355673, 'lng': 110.389492}}",{},"{'user_id': '214c47b6-57c2-42ce-98f2-1d1644dc91a8', 'subscription_id': '2f5d0ee2-d415-4251-8025-89567dc938e0', 'plan': 'Gold', 'status': 'Cancelled', 'payment_method': 'Visa', 'dt_current_timestamp': '1705529035'}",1705532678
4278,6bd92593-5ba4-4c58-8c91-8bc1a3d7e73c,@y5UL^dC_K,Ricky,Estrada,cwu,imeyer@example.net,https://dummyimage.com/702x363,Male,001-516-635-3884,407-07-0200,1927-02-06,"{'title': 'Chiropodist', 'key_skill': 'Teamwork'}","{'city': 'East Nataliebury', 'street_name': 'Stafford Valley', 'street_address': '01108 Barnes Glen Suite 092', 'zip_code': '51730', 'state': 'Delaware', 'country': 'Zimbabwe', 'coordinates': {'lat': 17.405475, 'lng': -87.395003}}",{},"{'user_id': '6bd92593-5ba4-4c58-8c91-8bc1a3d7e73c', 'subscription_id': 'd86a0eb6-4a12-45f2-bcb9-31fa728bc32f', 'plan': 'Platinum', 'status': 'Cancelled', 'payment_method': 'PayPal', 'dt_current_timestamp': '1705529035'}",1705532678
1860,b084553e-bd71-4d58-99ce-3c85ae754645,*BQ6GIfZeQ,Christine,Neal,gabrielasmith,tmacdonald@example.com,https://placekitten.com/60/401,Female,232-411-3889,125-84-9341,1944-10-01,"{'title': 'Herpetologist', 'key_skill': 'Teamwork'}","{'city': 'Martinezton', 'street_name': 'Gonzalez Square', 'street_address': '8401 Johnson Throughway', 'zip_code': '30512', 'state': 'South Dakota', 'country': 'South Africa', 'coordinates': {'lat': 1.8652855, 'lng': 46.177808}}",{},"{'user_id': 'b084553e-bd71-4d58-99ce-3c85ae754645', 'subscription_id': '66a5efc1-784d-473e-bb47-c0ad09c43253', 'plan': 'Silver', 'status': 'Blocked', 'payment_method': 'MasterCard', 'dt_current_timestamp': '1705529035'}",1705532678
9415,c2120a59-0e3b-4e09-be4c-8136cbbea0bf,OZVOupXJ)1,Benjamin,Weber,dmoore,wallstyler@example.com,https://dummyimage.com/762x328,Male,270.661.2817,189-78-9029,2001-07-10,"{'title': 'Recycling officer', 'key_skill': 'Teamwork'}","{'city': 'Daniellefort', 'street_name': 'Xavier Estate', 'street_address': '23380 Wood Loop Apt. 347', 'zip_code': '82164', 'state': 'South Dakota', 'country': 'Zambia', 'coordinates': {'lat': -45.713588, 'lng': 55.698051}}",{},"{'user_id': 'c2120a59-0e3b-4e09-be4c-8136cbbea0bf', 'subscription_id': 'e6754349-900d-4920-9b43-8b130509923c', 'plan': 'Silver', 'status': 'Cancelled', 'payment_method': 'Bitcoin', 'dt_current_timestamp': '1705529035'}",1705532678
8722,28050e9f-bc4c-4fd8-a6cf-b778c2f2a85e,&4UapPcKYs,Charlotte,Klein,marccollins,evansjonathan@example.net,https://picsum.photos/341/291,Other,787-576-9085,563-37-9536,1976-02-13,"{'title': 'Environmental education officer', 'key_skill': 'Teamwork'}","{'city': 'Thomasport', 'street_name': 'Gabriel Point', 'street_address': '0439 Mathis Branch', 'zip_code': '36244', 'state': 'Wisconsin', 'country': 'Mauritius', 'coordinates': {'lat': 77.9111635, 'lng': 123.032375}}","{'id': '9023', 'uid': '6da6ea4b-69bc-40f0-8452-9a9855494b9c', 'credit_card_number': '9483-7363-8809-1086', 'credit_card_expiry_date': '2022-07-01', 'credit_card_type': 'discover', 'user_id': '28050e9f-bc4c-4fd8-a6cf-b778c2f2a85e', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '2334', 'uid': '7d4f92a0-b10a-4941-8d10-1e467ffbe16a', 'plan': 'Standard', 'status': 'Blocked', 'payment_method': 'Paypal', 'subscription_term': 'Lifetime', 'payment_term': 'Pay per Use', 'user_id': '28050e9f-bc4c-4fd8-a6cf-b778c2f2a85e', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
1558,da609a3c-c2e6-452a-896b-b72a6fe8fec3,&e1GKCf4N&,Daniel,Young,jeffpennington,smithmatthew@example.com,https://placekitten.com/638/670,Male,3043799154,135-92-6924,1975-08-16,"{'title': 'Administrator, local government', 'key_skill': 'Teamwork'}","{'city': 'North Cathyside', 'street_name': 'Joe Road', 'street_address': '77801 Myers Pine', 'zip_code': '19417', 'state': 'West Virginia', 'country': 'Congo', 'coordinates': {'lat': 80.6175085, 'lng': 124.642948}}","{'id': '6557', 'uid': 'dca35392-0631-414a-8a47-eebb47204d27', 'credit_card_number': '1729-6093-7309-8356', 'credit_card_expiry_date': '2029-05-01', 'credit_card_type': 'discover', 'user_id': 'da609a3c-c2e6-452a-896b-b72a6fe8fec3', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '4720', 'uid': 'db292039-7147-41fe-8f0f-bb6f81105e00', 'plan': 'Platinum', 'status': 'Blocked', 'payment_method': 'Money Transfer', 'subscription_term': 'Monthly', 'payment_term': 'Full Subscription', 'user_id': 'da609a3c-c2e6-452a-896b-b72a6fe8fec3', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
4689,3836650b-9d84-4e8e-aba0-b80b51d06553,av3sP4jp$b,Brittany,Fry,gardnercody,matthewhernandez@example.com,https://placekitten.com/253/71,Female,493.838.5653,634-29-8358,1969-04-20,"{'title': 'Event organiser', 'key_skill': 'Teamwork'}","{'city': 'Allentown', 'street_name': 'Wanda Junction', 'street_address': '57227 Thornton Ferry', 'zip_code': '33331', 'state': 'Illinois', 'country': 'Afghanistan', 'coordinates': {'lat': 46.602806, 'lng': -13.949705}}","{'id': '3957', 'uid': '65ae8653-2e1a-42cd-b18b-75476679c9a1', 'credit_card_number': '9341-9736-2701-5020', 'credit_card_expiry_date': '2024-06-01', 'credit_card_type': 'visa', 'user_id': '3836650b-9d84-4e8e-aba0-b80b51d06553', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '7832', 'uid': '9b5cf9b3-0d43-4a09-9776-a10da1809159', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Credit Card', 'subscription_term': 'Lifetime', 'payment_term': 'Pay per Use', 'user_id': '3836650b-9d84-4e8e-aba0-b80b51d06553', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
1945,cea708e5-a029-4f60-8f3e-66dfa38aec5b,QH0FXwhpP_,Ryan,Williams,steelekimberly,jenniferjackson@example.com,https://placekitten.com/979/201,Male,5817369712,882-75-7908,1972-02-20,"{'title': 'Secretary/administrator', 'key_skill': 'Teamwork'}","{'city': 'Ortizfurt', 'street_name': 'Long Ranch', 'street_address': '3122 Phillips Station', 'zip_code': '55624', 'state': 'Nevada', 'country': 'Malta', 'coordinates': {'lat': 81.711375, 'lng': -164.091465}}",{},"{'user_id': 'cea708e5-a029-4f60-8f3e-66dfa38aec5b', 'subscription_id': '25a15e30-8629-4fd6-b461-9c63a6fbf889', 'plan': 'Gold', 'status': 'Cancelled', 'payment_method': 'MasterCard', 'dt_current_timestamp': '1705529035'}",1705532678
2328,edc8bb86-1c9f-4a4b-8441-5404e01b8f57,eJJwXurA)5,Julia,Ross,ricardosimmons,jacqueline13@example.net,https://dummyimage.com/556x38,Male,(905)470-9505,793-69-4066,1933-05-30,"{'title': 'Mental health nurse', 'key_skill': 'Teamwork'}","{'city': 'Francesfort', 'street_name': 'Dillon Skyway', 'street_address': '77982 Jasmine Ways Suite 408', 'zip_code': '94504', 'state': 'Colorado', 'country': 'Latvia', 'coordinates': {'lat': 27.2933475, 'lng': -29.910509}}","{'id': '6793', 'uid': '04f32fb1-9004-478a-a249-9b0e13761a08', 'credit_card_number': '5453-5940-2198-4970', 'credit_card_expiry_date': '2026-02-01', 'credit_card_type': 'discover', 'user_id': 'edc8bb86-1c9f-4a4b-8441-5404e01b8f57', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1774', 'uid': '178f885f-37ca-4220-8dde-695ecee0494b', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Money Transfer', 'subscription_term': 'Weekly', 'payment_term': 'Payment in Advance', 'user_id': 'edc8bb86-1c9f-4a4b-8441-5404e01b8f57', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
4529,0c2718b3-cb8c-4bd6-8f47-631b5ed0b252,M+)1Ig@0IC,Sarah,Summers,ryan77,walterskaren@example.com,https://placekitten.com/71/508,Female,(636)430-2239x38868,481-73-9021,1973-06-05,"{'title': 'Surveyor, building control', 'key_skill': 'Teamwork'}","{'city': 'Daltonmouth', 'street_name': 'William Extensions', 'street_address': '92135 Logan Vista', 'zip_code': '52961', 'state': 'Texas', 'country': 'Macao', 'coordinates': {'lat': -30.9986155, 'lng': -41.667409}}","{'id': '5234', 'uid': 'f4669115-ba95-4967-beaa-838f66eaac41', 'credit_card_number': '4717-3575-9754-3061', 'credit_card_expiry_date': '2024-01-01', 'credit_card_type': 'discover', 'user_id': '0c2718b3-cb8c-4bd6-8f47-631b5ed0b252', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5429', 'uid': '20eb9bdd-e9be-4f38-a99f-a348336544c6', 'plan': 'Standard', 'status': 'Idle', 'payment_method': 'Paypal', 'subscription_term': 'Lifetime', 'payment_term': 'Monthly Payment', 'user_id': '0c2718b3-cb8c-4bd6-8f47-631b5ed0b252', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
2554,87862ed2-41ff-416f-b1ad-b8434593594b,*F5(yIDfZD,Anthony,Stephenson,danielle03,kyle66@example.com,https://placekitten.com/169/141,Female,(362)388-7981,646-30-3519,2000-01-23,"{'title': 'Firefighter', 'key_skill': 'Teamwork'}","{'city': 'Jackchester', 'street_name': 'Lisa Fork', 'street_address': '7845 Debra Springs Apt. 552', 'zip_code': '68590', 'state': 'Arkansas', 'country': 'Suriname', 'coordinates': {'lat': -43.803358, 'lng': 18.382351}}","{'id': '5745', 'uid': '036076ca-3886-4cf5-802f-10b83ad33d84', 'credit_card_number': '8331-4241-1712-5098', 'credit_card_expiry_date': '2029-06-01', 'credit_card_type': 'discover', 'user_id': '87862ed2-41ff-416f-b1ad-b8434593594b', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1307', 'uid': 'aaec1b83-7bc5-4f70-9da1-fd4a6767be13', 'plan': 'Bronze', 'status': 'Idle', 'payment_method': 'Paypal', 'subscription_term': 'Monthly', 'payment_term': 'Full Subscription', 'user_id': '87862ed2-41ff-416f-b1ad-b8434593594b', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
8893,f76d4933-7751-4bcc-98d5-73a9b74ffd81,q+O@bsAz96,Jon,Gallegos,jessica03,blambert@example.net,https://dummyimage.com/491x829,Female,220.321.6309x57466,159-24-5573,1938-11-14,"{'title': 'Patent attorney', 'key_skill': 'Teamwork'}","{'city': 'Nelsonmouth', 'street_name': 'Mitchell Square', 'street_address': '05885 Stephanie Prairie Apt. 375', 'zip_code': '44032', 'state': 'Montana', 'country': 'Palau', 'coordinates': {'lat': -45.468578, 'lng': 135.808182}}",{},"{'user_id': 'f76d4933-7751-4bcc-98d5-73a9b74ffd81', 'subscription_id': 'b932128d-4ffb-4815-8c00-85e3331fcaec', 'plan': 'Platinum', 'status': 'Active', 'payment_method': 'PayPal', 'dt_current_timestamp': '1705529035'}",1705532678
5386,31eb4625-dcd0-496a-b478-c150a654d0a1,!xR#Awjd2_,Nicholas,Wolf,hzimmerman,hernandezmario@example.com,https://picsum.photos/280/769,Male,625.789.7020x594,652-36-4059,1986-03-06,"{'title': 'Scientist, research (life sciences)', 'key_skill': 'Teamwork'}","{'city': 'Garciahaven', 'street_name': 'Carrie Mall', 'street_address': '8193 Burns Mountains', 'zip_code': '75587', 'state': 'Hawaii', 'country': 'Eritrea', 'coordinates': {'lat': 62.981501, 'lng': -24.348657}}","{'id': '1291', 'uid': '98e28cf7-0633-444a-9a1b-f224e8dd4e1e', 'credit_card_number': '5755-6476-5873-8809', 'credit_card_expiry_date': '2028-08-01', 'credit_card_type': 'laser', 'user_id': '31eb4625-dcd0-496a-b478-c150a654d0a1', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9965', 'uid': '462fe856-fc0c-4e95-afea-32b896cae310', 'plan': 'Gold', 'status': 'Blocked', 'payment_method': 'Alipay', 'subscription_term': 'Weekly', 'payment_term': 'Pay per Use', 'user_id': '31eb4625-dcd0-496a-b478-c150a654d0a1', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
3168,477b42c2-0655-464b-9a5c-8cc89ee2f625,S2PH1dOl@#,Daniel,Mckay,megan08,annette15@example.com,https://dummyimage.com/481x713,Female,829.953.2174x51729,712-09-0908,1925-08-26,"{'title': 'Restaurant manager', 'key_skill': 'Teamwork'}","{'city': 'East Amanda', 'street_name': 'Jonathon Ridge', 'street_address': '3288 Jensen Estates Suite 592', 'zip_code': '49833', 'state': 'Colorado', 'country': 'Egypt', 'coordinates': {'lat': 38.275143, 'lng': -57.29863}}","{'id': '3796', 'uid': '8b03136b-2690-4e94-b705-06b8a5a8c43c', 'credit_card_number': '8272-7383-1530-4312', 'credit_card_expiry_date': '2026-05-01', 'credit_card_type': 'laser', 'user_id': '477b42c2-0655-464b-9a5c-8cc89ee2f625', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3411', 'uid': '443a3c10-4a74-4f11-8299-ba68ac8b9bd7', 'plan': 'Bronze', 'status': 'Active', 'payment_method': 'Money Transfer', 'subscription_term': 'Monthly', 'payment_term': 'Full Subscription', 'user_id': '477b42c2-0655-464b-9a5c-8cc89ee2f625', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532678
1973,89cde4a9-db65-46e1-a91a-640b4e166b65,%Q4WO4uyKz,James,Schmidt,patrick84,nhernandez@example.net,https://dummyimage.com/211x702,Other,(822)768-1186,196-93-2527,1922-07-23,"{'title': ""Nurse, children's"", 'key_skill': 'Teamwork'}","{'city': 'Port Christine', 'street_name': 'Kim Field', 'street_address': '61848 Ryan Rapids', 'zip_code': '59053', 'state': 'South Carolina', 'country': 'Georgia', 'coordinates': {'lat': -83.926804, 'lng': -164.184753}}","{'id': '4830', 'uid': '4202781d-99b0-4bbf-ae85-71cec82644fe', 'credit_card_number': '8810-8923-8597-4033', 'credit_card_expiry_date': '2023-06-01', 'credit_card_type': 'discover', 'user_id': '89cde4a9-db65-46e1-a91a-640b4e166b65', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '2716', 'uid': '76520a02-b601-4c14-9bcc-043a05e49104', 'plan': 'Basic', 'status': 'Active', 'payment_method': 'Bitcoins', 'subscription_term': 'Quinquennal', 'payment_term': 'Full Subscription', 'user_id': '89cde4a9-db65-46e1-a91a-640b4e166b65', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
1745,ff3b3a8d-ca4b-4c85-a19f-1a88b0d25ac7,!7ExPXM@oF,Sheila,Fischer,dale61,billyross@example.org,https://placekitten.com/434/219,Male,(503)967-4273x78480,847-32-2809,1930-07-29,"{'title': 'Mudlogger', 'key_skill': 'Teamwork'}","{'city': 'South Michaelhaven', 'street_name': 'Bryant Island', 'street_address': '7706 Sanders Cliffs', 'zip_code': '25480', 'state': 'Colorado', 'country': 'French Southern Territories', 'coordinates': {'lat': -6.7299705, 'lng': -80.737163}}","{'id': '1901', 'uid': '19c97636-8fd5-49bd-b1eb-d3a4187d9f26', 'credit_card_number': '6303-1849-7755-1024', 'credit_card_expiry_date': '2030-05-01', 'credit_card_type': 'laser', 'user_id': 'ff3b3a8d-ca4b-4c85-a19f-1a88b0d25ac7', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3783', 'uid': 'afa71197-71ac-4de3-ba85-12e52cd87465', 'plan': 'Platinum', 'status': 'Idle', 'payment_method': 'Google Pay', 'subscription_term': 'Lifetime', 'payment_term': 'Payment in Advance', 'user_id': 'ff3b3a8d-ca4b-4c85-a19f-1a88b0d25ac7', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
